key,word,verse,word_num,lemma,root,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
LXX-Judg-005-014-031,ἐτιμωρήσατο,14,31,strong:G5097,τιμωρέω,G5097,packard:VAI-AMI3S,VAI-AMI3S,Verb,Aorist,Middle,Indicative,3,Singular,,,betacode:E)TIMWRH/SATO,E)TIMWRH/SATO
LXX-Judg-005-014-032,αὐτοὺς,14,32,strong:G846,,G846,packard:RD-APM,RD-APM,Demonstrative Pronoun,,,,,Plural,Accusative,Masculine,betacode:AU)TOU\S,AU)TOU\S
LXX-Judg-005-014-033,ἐν,14,33,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-034,κοιλάδι,14,34,,,,packard:N3D-DSF,N3D-DSF,Noun,,,,,Singular,Dative,Feminine,betacode:KOILA/DI,KOILA/DI
LXX-Judg-005-014-035,ἀδελφοῦ,14,35,strong:G80,,G80,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:A)DELFOU=,A)DELFOU=
LXX-Judg-005-014-036,σου,14,36,strong:G4771,σύ,G4771,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:SOU,SOU
LXX-Judg-005-014-037,Βενιαμιν,14,37,strong:G958,,G958,packard:N-VSM,N-VSM,Noun,,,,,Singular,Vocative,Masculine,betacode:*BENIAMIN,*BENIAMIN
LXX-Judg-005-014-038,ἐν,14,38,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-039,λαοῖς,14,39,strong:G2992,λαός,G2992,packard:N2-DPM,N2-DPM,Noun,,,,,Plural,Dative,Masculine,betacode:LAOI=S,LAOI=S
LXX-Judg-005-014-040,σου,14,40,strong:G4771,σύ,G4771,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:SOU,SOU
LXX-Judg-005-014-041,ἐξ,14,41,strong:G1537,ἐκ,G1537,packard:P,P,Preposition,,,,,,,,betacode:E)C,E)C
LXX-Judg-005-014-042,ἐμοῦ,14,42,strong:G1700,ἐμοῦ,G1700,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:E)MOU=,E)MOU=
LXX-Judg-005-014-043,Μαχιρ,14,43,,,,packard:N-GS,N-GS,Noun,,,,,Singular,Genitive,,betacode:*MAXIR,*MAXIR
LXX-Judg-005-014-044,κατέβησαν,14,44,,,,packard:VZI-AAI3P,VZI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:KATE/BHSAN,KATE/BHSAN
LXX-Judg-005-014-045,ἐξερευνῶντες,14,45,,,,packard:V3-PAPNPM,V3-PAPNPM,Verb,Present,Active,Participle,,Plural,Nominative,Masculine,betacode:E)CEREUNW=NTES,E)CEREUNW=NTES
LXX-Judg-005-014-046,καὶ,14,46,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-014-047,ἐκ,14,47,strong:G1537,ἐκ,G1537,packard:P,P,Preposition,,,,,,,,betacode:E)K,E)K
LXX-Judg-005-014-048,Ζαβουλων,14,48,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ZABOULWN,*ZABOULWN
LXX-Judg-005-014-049,κύριος,14,49,strong:G2962,κύριος,G2962,packard:N2-NSM,N2-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:KU/RIOS,KU/RIOS
LXX-Judg-005-014-050,ἐπολέμει,14,50,strong:G4170,πολεμέω,G4170,packard:V2I-IAI3S,V2I-IAI3S,Verb,Imperfect,Active,Indicative,3,Singular,,,betacode:E)POLE/MEI,E)POLE/MEI
LXX-Judg-005-014-051,μοι,14,51,strong:G1473,ἐγώ,G1473,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:MOI,MOI
LXX-Judg-005-014-052,ἐν,14,52,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-053,δυνατοῖς,14,53,strong:G1415,δυνατός,G1415,packard:A1-DPM,A1-DPM,Adjective,,,,,Plural,Dative,Masculine,betacode:DUNATOI=S,DUNATOI=S
LXX-Judg-005-014-054,ἐκεῖθεν,14,54,strong:G1564,ἐκεῖθεν,G1564,packard:D,D,Adverb,,,,,,,,betacode:E)KEI=QEN,E)KEI=QEN
LXX-Judg-005-014-055,ἐν,14,55,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-014-056,σκήπτρῳ,14,56,,,,packard:N2N-DSN,N2N-DSN,Noun,,,,,Singular,Dative,Neuter,betacode:SKH/PTRW|,SKH/PTRW|
LXX-Judg-005-014-057,ἐνισχύοντος,14,57,,,,packard:V1-PAPGSM,V1-PAPGSM,Verb,Present,Active,Participle,,Singular,Genitive,Masculine,betacode:E)NISXU/ONTOS,E)NISXU/ONTOS
LXX-Judg-005-014-058,ἡγήσεως,14,58,,,,packard:N3I-GSF,N3I-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:H(GH/SEWS,H(GH/SEWS
15,15,15,,,,,,,,,,,,,,,,
LXX-Judg-005-015-001,καὶ,15,1,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-015-002,ἀρχηγοὶ,15,2,strong:G747,,G747,packard:N2-NPM,N2-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:A)RXHGOI\,A)RXHGOI\
LXX-Judg-005-015-003,ἐν,15,3,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-015-004,Ισσαχαρ,15,4,,,,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISSAXAR,*ISSAXAR
LXX-Judg-005-015-005,μετὰ,15,5,strong:G3326,μετά,G3326,packard:P,P,Preposition,,,,,,,,betacode:META\,META\
LXX-Judg-005-015-006,Δεββωρας,15,6,,,,packard:N-GSF,N-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:*DEBBWRAS,*DEBBWRAS
LXX-Judg-005-015-007,καὶ,15,7,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-015-008,Βαρακ,15,8,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*BARAK,*BARAK
LXX-Judg-005-015-009,οὕτως,15,9,,,,packard:D,D,Adverb,,,,,,,,betacode:OU(/TWS,OU(/TWS
LXX-Judg-005-015-010,Βαρακ,15,10,,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:*BARAK,*BARAK
LXX-Judg-005-015-011,ἐν,15,11,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-015-012,κοιλάσιν,15,12,,,,packard:N3D-DPF,N3D-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:KOILA/SIN,KOILA/SIN
LXX-Judg-005-015-013,ἀπέστειλεν,15,13,,,,packard:VAI-AAI3S,VAI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:A)PE/STEILEN,A)PE/STEILEN
LXX-Judg-005-015-014,ἐν,15,14,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-015-015,ποσὶν,15,15,strong:G4228,πούς,G4228,packard:N3D-DPM,N3D-DPM,Noun,,,,,Plural,Dative,Masculine,betacode:POSI\N,POSI\N
LXX-Judg-005-015-016,αὐτοῦ,15,16,strong:G846,,G846,packard:RD-GSM,RD-GSM,Demonstrative Pronoun,,,,,Singular,Genitive,Masculine,betacode:AU)TOU=,AU)TOU=
LXX-Judg-005-015-017,εἰς,15,17,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-015-018,τὰς,15,18,strong:G3588,ὁ,G3588,packard:RA-APF,RA-APF,Article,,,,,Plural,Accusative,Feminine,betacode:TA\S,TA\S
LXX-Judg-005-015-019,μερίδας,15,19,strong:G3310,μερίς,G3310,packard:N3D-APF,N3D-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:MERI/DAS,MERI/DAS
LXX-Judg-005-015-020,Ρουβην,15,20,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ROUBHN,*ROUBHN
LXX-Judg-005-015-021,μεγάλοι,15,21,strong:G3173,μέγας,G3173,packard:A1-NPM,A1-NPM,Adjective,,,,,Plural,Nominative,Masculine,betacode:MEGA/LOI,MEGA/LOI
LXX-Judg-005-015-022,ἐξικνούμενοι,15,22,,,,packard:V2-PMPNPM,V2-PMPNPM,Verb,Present,Middle,Participle,,Plural,Nominative,Masculine,betacode:E)CIKNOU/MENOI,E)CIKNOU/MENOI
LXX-Judg-005-015-023,καρδίαν,15,23,strong:G2588,καρδία,G2588,packard:N1A-ASF,N1A-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:KARDI/AN,KARDI/AN
LXX-Judg-005-015-024,ἐν,15,24,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-015-025,Ισσαχαρ,15,25,,,,packard:N-DSM,N-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:*ISSAXAR,*ISSAXAR
LXX-Judg-005-015-026,μετὰ,15,26,strong:G3326,μετά,G3326,packard:P,P,Preposition,,,,,,,,betacode:META\,META\
LXX-Judg-005-015-027,Δεββωρας,15,27,,,,packard:N-GSF,N-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:*DEBBWRAS,*DEBBWRAS
LXX-Judg-005-015-028,ἐξαπέστειλεν,15,28,,,,packard:VAI-AAI3S,VAI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)CAPE/STEILEN,E)CAPE/STEILEN
LXX-Judg-005-015-029,πεζοὺς,15,29,,,,packard:A1-APM,A1-APM,Adjective,,,,,Plural,Accusative,Masculine,betacode:PEZOU\S,PEZOU\S
LXX-Judg-005-015-030,αὐτοῦ,15,30,strong:G846,,G846,packard:RD-GSM,RD-GSM,Demonstrative Pronoun,,,,,Singular,Genitive,Masculine,betacode:AU)TOU=,AU)TOU=
LXX-Judg-005-015-031,εἰς,15,31,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-015-032,τὴν,15,32,strong:G3588,ὁ,G3588,packard:RA-ASF,RA-ASF,Article,,,,,Singular,Accusative,Feminine,betacode:TH\N,TH\N
LXX-Judg-005-015-033,κοιλάδα,15,33,,,,packard:N3D-ASF,N3D-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:KOILA/DA,KOILA/DA
LXX-Judg-005-015-034,ἵνα,15,34,strong:G2443,ἵνα,G2443,packard:C,C,Conjunction,,,,,,,,betacode:I(/NA,I(/NA
LXX-Judg-005-015-035,τί,15,35,strong:G5101,τίς,G5101,packard:RI-ASN,RI-ASN,Interrogative/Indefinite Pronoun,,,,,Singular,Accusative,Neuter,betacode:TI/,TI/
LXX-Judg-005-015-036,σὺ,15,36,strong:G4771,σύ,G4771,packard:RP-NS,RP-NS,Personal/Possessive Pronoun,,,,,Singular,Nominative,,betacode:SU\,SU\
LXX-Judg-005-015-037,κατοικεῖς,15,37,,,,packard:V2-PAI2S,V2-PAI2S,Verb,Present,Active,Indicative,2,Singular,,,betacode:KATOIKEI=S,KATOIKEI=S
LXX-Judg-005-015-038,ἐν,15,38,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-015-039,μέσῳ,15,39,strong:G3319,μέσος,G3319,packard:A1-DSN,A1-DSN,Adjective,,,,,Singular,Dative,Neuter,betacode:ME/SW|,ME/SW|
LXX-Judg-005-015-040,χειλέων,15,40,strong:G5491,χεῖλος,G5491,packard:N3E-GPN,N3E-GPN,Noun,,,,,Plural,Genitive,Neuter,betacode:XEILE/WN,XEILE/WN
LXX-Judg-005-015-041,ἐξέτεινεν,15,41,,,,packard:VAI-AAI3S,VAI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)CE/TEINEN,E)CE/TEINEN
LXX-Judg-005-015-042,ἐν,15,42,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-015-043,τοῖς,15,43,strong:G3588,ὁ,G3588,packard:RA-DPM,RA-DPM,Article,,,,,Plural,Dative,Masculine,betacode:TOI=S,TOI=S
LXX-Judg-005-015-044,ποσὶν,15,44,strong:G4228,πούς,G4228,packard:N3D-DPM,N3D-DPM,Noun,,,,,Plural,Dative,Masculine,betacode:POSI\N,POSI\N
LXX-Judg-005-015-045,αὐτοῦ,15,45,strong:G846,,G846,packard:RD-GSM,RD-GSM,Demonstrative Pronoun,,,,,Singular,Genitive,Masculine,betacode:AU)TOU=,AU)TOU=
LXX-Judg-005-015-046,ἐν,15,46,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-015-047,διαιρέσεσιν,15,47,strong:G1243,διαίρεσις,G1243,packard:N3I-DPF,N3I-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:DIAIRE/SESIN,DIAIRE/SESIN
LXX-Judg-005-015-048,Ρουβην,15,48,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ROUBHN,*ROUBHN
LXX-Judg-005-015-049,μεγάλοι,15,49,strong:G3173,μέγας,G3173,packard:A1-NPM,A1-NPM,Adjective,,,,,Plural,Nominative,Masculine,betacode:MEGA/LOI,MEGA/LOI
LXX-Judg-005-015-050,ἀκριβασμοὶ,15,50,,,,packard:N2-NPM,N2-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:A)KRIBASMOI\,A)KRIBASMOI\
LXX-Judg-005-015-051,καρδίας,15,51,strong:G2588,καρδία,G2588,packard:N1A-GSF,N1A-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:KARDI/AS,KARDI/AS
16,16,16,,,,,,,,,,,,,,,,
LXX-Judg-005-016-001,εἰς,16,1,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-016-002,τί,16,2,strong:G5101,τίς,G5101,packard:RI-ASN,RI-ASN,Interrogative/Indefinite Pronoun,,,,,Singular,Accusative,Neuter,betacode:TI/,TI/
LXX-Judg-005-016-003,ἐκάθισαν,16,3,,,,packard:VAI-AAI3P,VAI-AAI3P,Verb,Aorist,Active,Indicative,3,Plural,,,betacode:E)KA/QISAN,E)KA/QISAN
LXX-Judg-005-016-004,ἀνὰ,16,4,strong:G303,,G303,packard:P,P,Preposition,,,,,,,,betacode:A)NA\,A)NA\
LXX-Judg-005-016-005,μέσον,16,5,strong:G3319,μέσος,G3319,packard:A1-ASN,A1-ASN,Adjective,,,,,Singular,Accusative,Neuter,betacode:ME/SON,ME/SON
LXX-Judg-005-016-006,τῆς,16,6,strong:G3588,ὁ,G3588,packard:RA-GSF,RA-GSF,Article,,,,,Singular,Genitive,Feminine,betacode:TH=S,TH=S
LXX-Judg-005-016-007,διγομίας,16,7,,,,packard:N1A-GSF,N1A-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:DIGOMI/AS,DIGOMI/AS
LXX-Judg-005-016-008,τοῦ,16,8,strong:G3588,ὁ,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Judg-005-016-009,ἀκοῦσαι,16,9,strong:G191,,G191,packard:VA-AAN,VA-AAN,Verb,Aorist,Active,Infinitive,,,,,betacode:A)KOU=SAI,A)KOU=SAI
LXX-Judg-005-016-010,συρισμοῦ,16,10,,,,packard:N2-GSM,N2-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:SURISMOU=,SURISMOU=
LXX-Judg-005-016-011,ἀγγέλων,16,11,strong:G32,,G32,packard:N2-GPM,N2-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:A)GGE/LWN,A)GGE/LWN
LXX-Judg-005-016-012,εἰς,16,12,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-016-013,διαιρέσεις,16,13,strong:G1243,διαίρεσις,G1243,packard:N3I-APF,N3I-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:DIAIRE/SEIS,DIAIRE/SEIS
LXX-Judg-005-016-014,Ρουβην,16,14,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ROUBHN,*ROUBHN
LXX-Judg-005-016-015,μεγάλοι,16,15,strong:G3173,μέγας,G3173,packard:A1-NPM,A1-NPM,Adjective,,,,,Plural,Nominative,Masculine,betacode:MEGA/LOI,MEGA/LOI
LXX-Judg-005-016-016,ἐξετασμοὶ,16,16,,,,packard:N2-NPM,N2-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:E)CETASMOI\,E)CETASMOI\
LXX-Judg-005-016-017,καρδίας,16,17,strong:G2588,καρδία,G2588,packard:N1A-GSF,N1A-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:KARDI/AS,KARDI/AS
LXX-Judg-005-016-018,ἵνα,16,18,strong:G2443,ἵνα,G2443,packard:C,C,Conjunction,,,,,,,,betacode:I(/NA,I(/NA
LXX-Judg-005-016-019,τί,16,19,strong:G5101,τίς,G5101,packard:RI-ASN,RI-ASN,Interrogative/Indefinite Pronoun,,,,,Singular,Accusative,Neuter,betacode:TI/,TI/
LXX-Judg-005-016-020,μοι,16,20,strong:G1473,ἐγώ,G1473,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:MOI,MOI
LXX-Judg-005-016-021,κάθησαι,16,21,,,,packard:V5-PMI2S,V5-PMI2S,Verb,Present,Middle,Indicative,2,Singular,,,betacode:KA/QHSAI,KA/QHSAI
LXX-Judg-005-016-022,ἀνὰ,16,22,strong:G303,,G303,packard:P,P,Preposition,,,,,,,,betacode:A)NA\,A)NA\
LXX-Judg-005-016-023,μέσον,16,23,strong:G3319,μέσος,G3319,packard:A1-ASN,A1-ASN,Adjective,,,,,Singular,Accusative,Neuter,betacode:ME/SON,ME/SON
LXX-Judg-005-016-024,τῶν,16,24,strong:G3588,ὁ,G3588,packard:RA-GPM,RA-GPM,Article,,,,,Plural,Genitive,Masculine,betacode:TW=N,TW=N
LXX-Judg-005-016-025,μοσφαθαιμ,16,25,,,,packard:N-GPM,N-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:MOSFAQAIM,MOSFAQAIM
LXX-Judg-005-016-026,τοῦ,16,26,strong:G3588,ὁ,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Judg-005-016-027,εἰσακούειν,16,27,,,,packard:V1-PAN,V1-PAN,Verb,Present,Active,Infinitive,,,,,betacode:EI)SAKOU/EIN,EI)SAKOU/EIN
LXX-Judg-005-016-028,συρισμοὺς,16,28,,,,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:SURISMOU\S,SURISMOU\S
LXX-Judg-005-016-029,ἐξεγειρόντων,16,29,,,,packard:V1-PAPGPM,V1-PAPGPM,Verb,Present,Active,Participle,,Plural,Genitive,Masculine,betacode:E)CEGEIRO/NTWN,E)CEGEIRO/NTWN
LXX-Judg-005-016-030,τοῦ,16,30,strong:G3588,ὁ,G3588,packard:RA-GSN,RA-GSN,Article,,,,,Singular,Genitive,Neuter,betacode:TOU=,TOU=
LXX-Judg-005-016-031,διελθεῖν,16,31,,,,packard:VB-AAN,VB-AAN,Verb,Aorist,Active,Infinitive,,,,,betacode:DIELQEI=N,DIELQEI=N
LXX-Judg-005-016-032,εἰς,16,32,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-016-033,τὰ,16,33,strong:G3588,ὁ,G3588,packard:RA-APN,RA-APN,Article,,,,,Plural,Accusative,Neuter,betacode:TA\,TA\
LXX-Judg-005-016-034,τοῦ,16,34,strong:G3588,ὁ,G3588,packard:RA-GSM,RA-GSM,Article,,,,,Singular,Genitive,Masculine,betacode:TOU=,TOU=
LXX-Judg-005-016-035,Ρουβην,16,35,,,,packard:N-GSM,N-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*ROUBHN,*ROUBHN
LXX-Judg-005-016-036,μεγάλοι,16,36,strong:G3173,μέγας,G3173,packard:A1-NPM,A1-NPM,Adjective,,,,,Plural,Nominative,Masculine,betacode:MEGA/LOI,MEGA/LOI
LXX-Judg-005-016-037,ἐξιχνιασμοὶ,16,37,,,,packard:N2-NPM,N2-NPM,Noun,,,,,Plural,Nominative,Masculine,betacode:E)CIXNIASMOI\,E)CIXNIASMOI\
LXX-Judg-005-016-038,καρδίας,16,38,strong:G2588,καρδία,G2588,packard:N1A-GSF,N1A-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:KARDI/AS,KARDI/AS
17,17,17,,,,,,,,,,,,,,,,
LXX-Judg-005-017-001,Γαλααδ,17,1,,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:*GALAAD,*GALAAD
LXX-Judg-005-017-002,ἐν,17,2,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-017-003,τῷ,17,3,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-017-004,πέραν,17,4,strong:G4008,πέραν,G4008,packard:P,P,Preposition,,,,,,,,betacode:PE/RAN,PE/RAN
LXX-Judg-005-017-005,τοῦ,17,5,strong:G3588,ὁ,G3588,packard:RA-GSM,RA-GSM,Article,,,,,Singular,Genitive,Masculine,betacode:TOU=,TOU=
LXX-Judg-005-017-006,Ιορδάνου,17,6,strong:G2446,Ἰορδάνης,G2446,packard:N1M-GSM,N1M-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*IORDA/NOU,*IORDA/NOU
LXX-Judg-005-017-007,ἐσκήνωσεν,17,7,strong:G4637,σκηνόω,G4637,packard:VAI-AAI3S,VAI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)SKH/NWSEN,E)SKH/NWSEN
LXX-Judg-005-017-008,καὶ,17,8,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-017-009,Δαν,17,9,,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:*DAN,*DAN
LXX-Judg-005-017-010,εἰς,17,10,strong:G1519,εἰς,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Judg-005-017-011,τί,17,11,strong:G5101,τίς,G5101,packard:RI-ASN,RI-ASN,Interrogative/Indefinite Pronoun,,,,,Singular,Accusative,Neuter,betacode:TI/,TI/
LXX-Judg-005-017-012,παροικεῖ,17,12,,,,packard:V2-PAI3S,V2-PAI3S,Verb,Present,Active,Indicative,3,Singular,,,betacode:PAROIKEI=,PAROIKEI=
LXX-Judg-005-017-013,πλοίοις,17,13,strong:G4143,πλοῖον,G4143,packard:N2N-DPN,N2N-DPN,Noun,,,,,Plural,Dative,Neuter,betacode:PLOI/OIS,PLOI/OIS
LXX-Judg-005-017-014,Ασηρ,17,14,,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:*ASHR,*ASHR
LXX-Judg-005-017-015,ἐκάθισεν,17,15,,,,packard:VAI-AAI3S,VAI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:E)KA/QISEN,E)KA/QISEN
LXX-Judg-005-017-016,παραλίαν,17,16,strong:G3882,παράλιος,G3882,packard:A1A-ASF,A1A-ASF,Adjective,,,,,Singular,Accusative,Feminine,betacode:PARALI/AN,PARALI/AN
LXX-Judg-005-017-017,θαλασσῶν,17,17,strong:G2281,θάλασσα,G2281,packard:N1S-GPF,N1S-GPF,Noun,,,,,Plural,Genitive,Feminine,betacode:QALASSW=N,QALASSW=N
LXX-Judg-005-017-018,καὶ,17,18,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-017-019,ἐπὶ,17,19,strong:G1909,ἐπί,G1909,packard:P,P,Preposition,,,,,,,,betacode:E)PI\,E)PI\
LXX-Judg-005-017-020,διεξόδοις,17,20,strong:G1327,διέξοδος,G1327,packard:N2-DPF,N2-DPF,Noun,,,,,Plural,Dative,Feminine,betacode:DIECO/DOIS,DIECO/DOIS
LXX-Judg-005-017-021,αὐτοῦ,17,21,strong:G846,,G846,packard:RD-GSM,RD-GSM,Demonstrative Pronoun,,,,,Singular,Genitive,Masculine,betacode:AU)TOU=,AU)TOU=
LXX-Judg-005-017-022,σκηνώσει,17,22,strong:G4637,σκηνόω,G4637,packard:VF-FAI3S,VF-FAI3S,Verb,Future,Active,Indicative,3,Singular,,,betacode:SKHNW/SEI,SKHNW/SEI
LXX-Judg-005-017-023,Γαλααδ,17,23,,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:*GALAAD,*GALAAD
LXX-Judg-005-017-024,ἐν,17,24,strong:G1722,ἐν,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Judg-005-017-025,τῷ,17,25,strong:G3588,ὁ,G3588,packard:RA-DSM,RA-DSM,Article,,,,,Singular,Dative,Masculine,betacode:TW=|,TW=|
LXX-Judg-005-017-026,πέραν,17,26,strong:G4008,πέραν,G4008,packard:P,P,Preposition,,,,,,,,betacode:PE/RAN,PE/RAN
LXX-Judg-005-017-027,τοῦ,17,27,strong:G3588,ὁ,G3588,packard:RA-GSM,RA-GSM,Article,,,,,Singular,Genitive,Masculine,betacode:TOU=,TOU=
LXX-Judg-005-017-028,Ιορδάνου,17,28,strong:G2446,Ἰορδάνης,G2446,packard:N1M-GSM,N1M-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:*IORDA/NOU,*IORDA/NOU
LXX-Judg-005-017-029,κατεσκήνωσεν,17,29,,,,packard:VAI-AAI3S,VAI-AAI3S,Verb,Aorist,Active,Indicative,3,Singular,,,betacode:KATESKH/NWSEN,KATESKH/NWSEN
LXX-Judg-005-017-030,καὶ,17,30,strong:G2532,καί,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Judg-005-017-031,Δαν,17,31,,,,packard:N-NSM,N-NSM,Noun,,,,,Singular,Nominative,Masculine,betacode:*DAN,*DAN
LXX-Judg-005-017-032,ἵνα,17,32,strong:G2443,ἵνα,G2443,packard:C,C,Conjunction,,,,,,,,betacode:I(/NA,I(/NA
LXX-Judg-005-017-033,τί,17,33,strong:G5101,τίς,G5101,packard:RI-ASN,RI-ASN,Interrogative/Indefinite Pronoun,,,,,Singular,Accusative,Neuter,betacode:TI/,TI/
LXX-Judg-005-017-034,παροικεῖ,17,34,,,,packard:V2-PAI3S,V2-PAI3S,Verb,Present,Active,Indicative,3,Singular,,,betacode:PAROIKEI=,PAROIKEI=
LXX-Judg-005-017-035,πλοίοις,17,35,strong:G4143,πλοῖον,G4143,packard:N2N-DPN,N2N-DPN,Noun,,,,,Plural,Dative,Neuter,betacode:PLOI/OIS,PLOI/OIS
